motivo,regla,nro_inscripcion,periodo,producto,bandera,valor_problematico,accion
hard_rule,precio_con_impuestos_no_positivo,1382,2024-11,GNC,Blanca,0.0,dropped
logic_rule,precio_sin_mayor_que_con,9405,2025-01,GNC,Puma,508.67,dropped
logic_rule,precio_sin_mayor_que_con,10819,2025-01,Gas Oil Grado 2,Puma,1226.0,dropped
logic_rule,precio_sin_mayor_que_con,10819,2025-01,Nafta Súper,Puma,1247.0,dropped
logic_rule,precio_sin_mayor_que_con,10819,2025-01,Gas Oil Grado 3,Puma,1451.0,dropped
logic_rule,precio_sin_mayor_que_con,10819,2025-01,Nafta Premium,Puma,1498.0,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-01,Gas Oil Grado 2,YPF,818.7,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-01,Nafta Súper,YPF,793.01,dropped
logic_rule,precio_sin_mayor_que_con,6768,2025-01,GNC,YPF,1405.54,dropped
logic_rule,precio_sin_mayor_que_con,2330,2025-01,Nafta Premium,YPF,1524.47,dropped
logic_rule,precio_sin_mayor_que_con,7554,2025-01,Gas Oil Grado 2,Puma,1223.52,dropped
logic_rule,precio_sin_mayor_que_con,1851,2025-01,Nafta Premium,YPF,1176.83,dropped
logic_rule,precio_sin_mayor_que_con,1624,2025-01,Gas Oil Grado 2,YPF,1247.39,dropped
logic_rule,precio_sin_mayor_que_con,2054,2025-01,Gas Oil Grado 3,Axion,1463.0,dropped
logic_rule,precio_sin_mayor_que_con,7022,2025-01,Nafta Súper,Shell,1266.0,dropped
logic_rule,precio_sin_mayor_que_con,8337,2025-01,Nafta Súper,YPF,822.81,dropped
logic_rule,precio_sin_mayor_que_con,8337,2025-01,Gas Oil Grado 2,YPF,872.75,dropped
logic_rule,precio_sin_mayor_que_con,7072,2025-01,Gas Oil Grado 2,YPF,1293.9,dropped
logic_rule,precio_sin_mayor_que_con,8982,2025-02,Nafta Súper,Shell,740.94,dropped
logic_rule,precio_sin_mayor_que_con,5798,2025-02,Gas Oil Grado 2,Shell,1332.29,dropped
logic_rule,precio_sin_mayor_que_con,1768,2025-02,Nafta Premium,YPF,1116.92,dropped
logic_rule,precio_sin_mayor_que_con,10819,2025-02,Gas Oil Grado 3,Puma,1481.0,dropped
logic_rule,precio_sin_mayor_que_con,10819,2025-02,Gas Oil Grado 2,Puma,1251.0,dropped
logic_rule,precio_sin_mayor_que_con,10819,2025-02,Nafta Súper,Puma,1272.0,dropped
logic_rule,precio_sin_mayor_que_con,10819,2025-02,Nafta Premium,Puma,1528.0,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-02,Gas Oil Grado 2,YPF,838.66,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-02,Nafta Súper,YPF,808.98,dropped
logic_rule,precio_sin_mayor_que_con,2053,2025-02,Gas Oil Grado 2,Blanca,1288.0,dropped
logic_rule,precio_sin_mayor_que_con,4101,2025-02,GNC,YPF,1060.08,dropped
logic_rule,precio_sin_mayor_que_con,7332,2025-02,Gas Oil Grado 2,Axion,1395.0,dropped
logic_rule,precio_sin_mayor_que_con,7332,2025-02,Gas Oil Grado 3,Axion,1630.0,dropped
logic_rule,precio_sin_mayor_que_con,7332,2025-02,Nafta Súper,Axion,1330.0,dropped
logic_rule,precio_sin_mayor_que_con,7332,2025-02,Nafta Premium,Axion,1648.0,dropped
logic_rule,precio_sin_mayor_que_con,7022,2025-02,GNC,Shell,699.0,dropped
logic_rule,precio_sin_mayor_que_con,7022,2025-02,Gas Oil Grado 3,Shell,1577.0,dropped
logic_rule,precio_sin_mayor_que_con,7022,2025-02,Nafta Premium,Shell,1593.0,dropped
logic_rule,precio_sin_mayor_que_con,7022,2025-02,Nafta Súper,Shell,1315.0,dropped
logic_rule,precio_sin_mayor_que_con,7022,2025-02,Gas Oil Grado 2,Shell,1305.0,dropped
logic_rule,precio_sin_mayor_que_con,8337,2025-02,Nafta Premium,YPF,1066.78,dropped
logic_rule,precio_sin_mayor_que_con,8337,2025-02,Nafta Súper,YPF,863.18,dropped
logic_rule,precio_sin_mayor_que_con,8337,2025-02,Gas Oil Grado 3,YPF,1083.44,dropped
logic_rule,precio_sin_mayor_que_con,8337,2025-02,Gas Oil Grado 2,YPF,906.9,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-02,Nafta Premium,YPF,1049.69,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-02,Gas Oil Grado 3,YPF,1005.58,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-02,Nafta Común,YPF,814.57,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-02,Gas Oil Grado 2,YPF,842.67,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-03,Gas Oil Grado 3,Axion,810.82,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-03,Gas Oil Grado 2,Axion,759.92,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-03,Nafta Premium,Axion,837.29,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-03,Nafta Súper,Axion,685.18,dropped
logic_rule,precio_sin_mayor_que_con,2285,2025-03,Gas Oil Grado 2,DAPSA,721.0,dropped
logic_rule,precio_sin_mayor_que_con,2285,2025-03,Nafta Súper,DAPSA,740.0,dropped
logic_rule,precio_sin_mayor_que_con,2285,2025-03,Nafta Premium,DAPSA,975.0,dropped
logic_rule,precio_sin_mayor_que_con,6819,2025-03,Nafta Súper,Puma,3905.78,dropped
logic_rule,precio_sin_mayor_que_con,10709,2025-03,Nafta Premium,Gulf,1500.0,dropped
logic_rule,precio_sin_mayor_que_con,10709,2025-03,Gas Oil Grado 3,Gulf,1087.94,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-03,Gas Oil Grado 2,YPF,845.34,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-03,Nafta Súper,YPF,812.42,dropped
logic_rule,precio_sin_mayor_que_con,7532,2025-03,Nafta Premium,Shell,1517.0,dropped
logic_rule,precio_sin_mayor_que_con,11236,2025-03,Nafta Súper,YPF,1272.17,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-03,Nafta Premium,YPF,102.48,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-03,Gas Oil Grado 3,YPF,1066.0,dropped
logic_rule,precio_sin_mayor_que_con,10645,2025-04,Gas Oil Grado 3,Puma,849.58,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-04,Gas Oil Grado 3,Axion,813.81,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-04,Gas Oil Grado 2,Axion,771.23,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-04,Nafta Premium,Axion,804.84,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-04,Nafta Súper,Axion,695.01,dropped
logic_rule,precio_sin_mayor_que_con,2285,2025-04,Nafta Súper,DAPSA,820.0,dropped
logic_rule,precio_sin_mayor_que_con,2285,2025-04,Gas Oil Grado 2,DAPSA,815.0,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-04,Nafta Súper,YPF,812.25,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-04,Gas Oil Grado 2,YPF,858.7,dropped
logic_rule,precio_sin_mayor_que_con,7718,2025-04,Nafta Premium,Puma,1595.0,dropped
logic_rule,precio_sin_mayor_que_con,719,2025-04,Kerosene,YPF,869.41,dropped
logic_rule,precio_sin_mayor_que_con,719,2025-04,Gas Oil Grado 2,YPF,869.41,dropped
logic_rule,precio_sin_mayor_que_con,719,2025-04,GNC,YPF,410.28,dropped
logic_rule,precio_sin_mayor_que_con,719,2025-04,Nafta Súper,YPF,830.97,dropped
logic_rule,precio_sin_mayor_que_con,719,2025-04,Nafta Premium,YPF,1062.3,dropped
logic_rule,precio_sin_mayor_que_con,719,2025-04,Gas Oil Grado 3,YPF,1083.17,dropped
logic_rule,precio_sin_mayor_que_con,2054,2025-04,Nafta Súper,Axion,1015.06,dropped
logic_rule,precio_sin_mayor_que_con,10549,2025-05,Nafta Premium,Gulf,1481.42,dropped
logic_rule,precio_sin_mayor_que_con,8881,2025-05,Nafta Súper,YPF,820.25,dropped
logic_rule,precio_sin_mayor_que_con,7243,2025-05,GNC,Shell,509.0,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-05,Gas Oil Grado 2,Axion,750.17,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-05,Gas Oil Grado 3,Axion,775.05,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-05,Nafta Premium,Axion,668.88,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-05,Nafta Súper,Axion,668.88,dropped
logic_rule,precio_sin_mayor_que_con,10959,2025-05,Nafta Premium,Puma,1508.2,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-05,Nafta Premium,YPF,999.0,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-05,Gas Oil Grado 3,YPF,996.54,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-05,Nafta Súper,YPF,794.38,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-05,Gas Oil Grado 2,YPF,837.22,dropped
logic_rule,precio_sin_mayor_que_con,3410,2025-05,Gas Oil Grado 3,Puma,1988.16,dropped
logic_rule,precio_sin_mayor_que_con,5959,2025-05,Gas Oil Grado 3,Gulf,812.52,dropped
logic_rule,precio_sin_mayor_que_con,5959,2025-05,Gas Oil Grado 2,Gulf,739.08,dropped
logic_rule,precio_sin_mayor_que_con,2054,2025-05,Gas Oil Grado 2,Axion,1475.73,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-05,Nafta Premium,YPF,971.75,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-05,Gas Oil Grado 3,YPF,989.16,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-05,Gas Oil Grado 2,YPF,837.95,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-05,Nafta Súper,YPF,825.84,dropped
logic_rule,precio_sin_mayor_que_con,9405,2025-06,GNC,Puma,558.67,dropped
logic_rule,precio_sin_mayor_que_con,10926,2025-06,Nafta Premium,Gulf,1188.0,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-06,Nafta Súper,Axion,706.91,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-06,Nafta Premium,Axion,811.27,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-06,Gas Oil Grado 2,Axion,797.55,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-06,Gas Oil Grado 3,Axion,822.96,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-06,Nafta Súper,YPF,794.26,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-06,Gas Oil Grado 3,YPF,998.32,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-06,Gas Oil Grado 2,YPF,840.51,dropped
logic_rule,precio_sin_mayor_que_con,7386,2025-06,Gas Oil Grado 2,YPF,904.41,dropped
logic_rule,precio_sin_mayor_que_con,999,2025-06,Gas Oil Grado 2,YPF,905.64,dropped
logic_rule,precio_sin_mayor_que_con,843,2025-06,Gas Oil Grado 2,YPF,918.86,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-06,Nafta Premium,YPF,974.23,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-06,Nafta Súper,YPF,827.69,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-06,Gas Oil Grado 2,YPF,848.02,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-06,Gas Oil Grado 3,YPF,1001.55,dropped
logic_rule,precio_sin_mayor_que_con,1198,2025-06,Gas Oil Grado 2,YPF,852.99,dropped
logic_rule,precio_sin_mayor_que_con,2926,2025-06,Gas Oil Grado 3,Shell,1412.74,dropped
logic_rule,precio_sin_mayor_que_con,11298,2025-07,Gas Oil Grado 2,Blanca,1009.79,dropped
logic_rule,precio_sin_mayor_que_con,4820,2025-07,Gas Oil Grado 2,YPF,1479.72,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-07,Gas Oil Grado 2,Axion,794.51,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-07,Gas Oil Grado 3,Axion,809.47,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-07,Nafta Súper,Axion,706.44,dropped
logic_rule,precio_sin_mayor_que_con,10416,2025-07,Nafta Premium,Axion,812.28,dropped
logic_rule,precio_sin_mayor_que_con,2285,2025-07,Gas Oil Grado 2,DAPSA,950.0,dropped
logic_rule,precio_sin_mayor_que_con,2285,2025-07,Nafta Súper,DAPSA,990.0,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-07,Gas Oil Grado 2,YPF,879.0,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-07,Nafta Súper,YPF,821.0,dropped
logic_rule,precio_sin_mayor_que_con,10689,2025-07,Nafta Común,Blanca,880.7,dropped
logic_rule,precio_sin_mayor_que_con,10627,2025-07,GNC,DAPSA,396.61,dropped
logic_rule,precio_sin_mayor_que_con,1411,2025-07,Nafta Súper,Axion,1463.0,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-07,Nafta Súper,YPF,856.75,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-07,Nafta Premium,YPF,13.19,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-07,Gas Oil Grado 2,YPF,880.71,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-07,Gas Oil Grado 3,YPF,1035.22,dropped
logic_rule,precio_sin_mayor_que_con,1198,2025-07,GNC,YPF,445.0,dropped
logic_rule,precio_sin_mayor_que_con,4820,2025-08,Gas Oil Grado 2,YPF,1587.72,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-08,Gas Oil Grado 2,YPF,922.18,dropped
logic_rule,precio_sin_mayor_que_con,7430,2025-08,Nafta Súper,YPF,876.85,dropped
logic_rule,precio_sin_mayor_que_con,10991,2025-08,Gas Oil Grado 2,YPF,4297.0,dropped
logic_rule,precio_sin_mayor_que_con,10627,2025-08,GNC,DAPSA,396.61,dropped
logic_rule,precio_sin_mayor_que_con,6352,2025-08,GNC,Blanca,1590.49,dropped
logic_rule,precio_sin_mayor_que_con,6352,2025-08,Gas Oil Grado 3,Blanca,1633.7,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-08,Gas Oil Grado 3,YPF,1098.36,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-08,Gas Oil Grado 2,YPF,929.14,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-08,Nafta Premium,YPF,1070.83,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-08,Nafta Súper,YPF,911.19,dropped
logic_rule,precio_sin_mayor_que_con,8564,2025-08,Nafta Premium,Axion,1609.0,dropped
logic_rule,precio_sin_mayor_que_con,6977,2025-09,Nafta Súper,YPF,929.72,dropped
logic_rule,precio_sin_mayor_que_con,7284,2025-09,GNC,Blanca,4690.63,dropped
logic_rule,precio_sin_mayor_que_con,7994,2025-09,Gas Oil Grado 2,Shell,842.94,dropped
logic_rule,precio_sin_mayor_que_con,7994,2025-09,Nafta Premium,Shell,980.58,dropped
logic_rule,precio_sin_mayor_que_con,7994,2025-09,Nafta Súper,Shell,823.23,dropped
logic_rule,precio_sin_mayor_que_con,7994,2025-09,Gas Oil Grado 3,Shell,990.24,dropped
logic_rule,precio_sin_mayor_que_con,2330,2025-09,Gas Oil Grado 3,YPF,1570.0,dropped
logic_rule,precio_sin_mayor_que_con,2330,2025-09,Nafta Común,YPF,963.29,dropped
logic_rule,precio_sin_mayor_que_con,11315,2025-09,GNC,YPF,4461.15,dropped
logic_rule,precio_sin_mayor_que_con,10627,2025-09,GNC,DAPSA,396.61,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-09,Nafta Premium,YPF,1264.06,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-09,Nafta Súper,YPF,100.45,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-09,Gas Oil Grado 3,YPF,1357.49,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-09,Gas Oil Grado 2,YPF,1053.34,dropped
logic_rule,precio_sin_mayor_que_con,10627,2025-10,GNC,DAPSA,396.61,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-10,Nafta Premium,YPF,1177.36,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-10,Gas Oil Grado 2,YPF,984.62,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-10,Nafta Súper,YPF,997.4,dropped
logic_rule,precio_sin_mayor_que_con,9798,2025-10,Gas Oil Grado 3,YPF,1169.15,dropped
logic_rule,precio_sin_mayor_que_con,10627,2025-11,GNC,DAPSA,396.61,dropped
logic_rule,precio_sin_mayor_que_con,7022,2025-11,GNC,Shell,617.65,dropped
logic_rule,precio_sin_mayor_que_con,2012,2025-11,Gas Oil Grado 2,Puma,1953.65,dropped
logic_rule,precio_sin_mayor_que_con,9405,2025-12,GNC,Puma,538.67,dropped
logic_rule,precio_sin_mayor_que_con,7448,2025-12,GNC,Axion,4910.0,dropped
logic_rule,precio_sin_mayor_que_con,719,2025-12,GNC,YPF,484.38,dropped
logic_rule,precio_sin_mayor_que_con,834,2025-12,GNC,YPF,692.45,dropped
logic_rule,precio_sin_mayor_que_con,834,2025-12,Kerosene,YPF,1740.0,dropped
logic_rule,precio_sin_mayor_que_con,834,2025-12,Gas Oil Grado 3,YPF,1892.01,dropped
logic_rule,precio_sin_mayor_que_con,834,2025-12,Nafta Súper,YPF,1650.01,dropped
logic_rule,precio_sin_mayor_que_con,834,2025-12,Gas Oil Grado 2,YPF,1738.59,dropped
logic_rule,precio_sin_mayor_que_con,9405,2026-01,GNC,Puma,558.67,dropped
logic_rule,precio_sin_mayor_que_con,1563,2026-01,Nafta Súper,YPF,1676.4,dropped
logic_rule,precio_sin_mayor_que_con,9798,2026-01,Gas Oil Grado 2,YPF,1138.48,dropped
logic_rule,precio_sin_mayor_que_con,9405,2026-02,GNC,Puma,558.67,dropped
logic_rule,precio_sin_mayor_que_con,2026,2026-02,GNC,YPF,740.9,dropped
logic_rule,precio_sin_mayor_que_con,3631,2026-02,Nafta Súper,Puma,1786.0,dropped
logic_rule,precio_sin_mayor_que_con,7718,2026-02,GNC,Puma,1382.49,dropped
logic_rule,precio_sin_mayor_que_con,9405,2026-03,Gas Oil Grado 3,Puma,2202.24,dropped
logic_rule,precio_sin_mayor_que_con,9405,2026-03,GNC,Puma,598.67,dropped
logic_rule,precio_sin_mayor_que_con,9405,2026-03,Gas Oil Grado 2,Puma,1929.24,dropped
logic_rule,precio_sin_mayor_que_con,1248,2026-03,GNC,Axion,1615.67,dropped
logic_rule,precio_sin_mayor_que_con,11400,2026-03,Gas Oil Grado 3,Gulf,2316.53,dropped
logic_rule,precio_sin_mayor_que_con,2464,2026-03,Nafta Premium,Axion,1042.35,dropped
logic_rule,precio_sin_mayor_que_con,2401,2026-03,Nafta Premium,Shell,1039.9,dropped
logic_rule,precio_sin_mayor_que_con,1965,2026-03,Nafta Premium,Axion,1309.5,dropped
logic_rule,precio_sin_mayor_que_con,9798,2026-03,Gas Oil Grado 3,YPF,1490.0,dropped
logic_rule,precio_sin_mayor_que_con,2926,2026-03,Nafta Premium,Shell,2179.01,dropped
logic_rule,precio_sin_mayor_que_con,2536,2026-03,Gas Oil Grado 3,Gulf,1745.0,dropped
logic_rule,precio_sin_mayor_que_con,9405,2026-04,GNC,Puma,648.67,dropped
logic_rule,precio_sin_mayor_que_con,6495,2026-04,Nafta Súper,Axion,1485.0,dropped
logic_rule,precio_sin_mayor_que_con,10390,2022-01,Nafta Premium,Shell,113.71,dropped
logic_rule,precio_sin_mayor_que_con,10390,2022-01,Gas Oil Grado 2,Shell,100.46,dropped
logic_rule,precio_sin_mayor_que_con,10390,2022-01,Gas Oil Grado 3,Shell,118.13,dropped
logic_rule,precio_sin_mayor_que_con,1099,2022-01,Gas Oil Grado 2,YPF,84.54,dropped
logic_rule,precio_sin_mayor_que_con,10390,2022-02,Nafta Premium,Shell,129.56,dropped
logic_rule,precio_sin_mayor_que_con,10390,2022-02,Gas Oil Grado 3,Shell,136.28,dropped
logic_rule,precio_sin_mayor_que_con,10390,2022-02,Gas Oil Grado 2,Shell,107.6,dropped
logic_rule,precio_sin_mayor_que_con,9926,2022-02,Gas Oil Grado 2,Puma,74.63,dropped
logic_rule,precio_sin_mayor_que_con,7284,2022-03,Gas Oil Grado 2,Blanca,90.91,dropped
logic_rule,precio_sin_mayor_que_con,7125,2022-05,Gas Oil Grado 3,Gulf,110.47,dropped
logic_rule,precio_sin_mayor_que_con,7125,2022-05,Nafta Súper,Gulf,82.83,dropped
logic_rule,precio_sin_mayor_que_con,1363,2022-05,GNC,Blanca,51.01,dropped
logic_rule,precio_sin_mayor_que_con,10040,2022-06,Gas Oil Grado 3,Blanca,211.76,dropped
logic_rule,precio_sin_mayor_que_con,1965,2022-06,Gas Oil Grado 2,Axion,133.68,dropped
logic_rule,precio_sin_mayor_que_con,1027,2022-07,Gas Oil Grado 2,YPF,327.75,dropped
logic_rule,precio_sin_mayor_que_con,953,2022-07,Gas Oil Grado 2,YPF,135.5,dropped
logic_rule,precio_sin_mayor_que_con,1090,2022-07,Gas Oil Grado 2,YPF,180.14,dropped
logic_rule,precio_sin_mayor_que_con,1159,2022-07,Gas Oil Grado 2,YPF,273.44,dropped
logic_rule,precio_sin_mayor_que_con,1092,2022-07,Gas Oil Grado 2,YPF,151.46,dropped
logic_rule,precio_sin_mayor_que_con,1025,2022-07,Gas Oil Grado 2,YPF,134.59,dropped
logic_rule,precio_sin_mayor_que_con,7787,2022-07,Gas Oil Grado 2,YPF,202.27,dropped
logic_rule,precio_sin_mayor_que_con,841,2022-07,Gas Oil Grado 2,YPF,197.08,dropped
logic_rule,precio_sin_mayor_que_con,6367,2022-07,Gas Oil Grado 2,YPF,179.91,dropped
logic_rule,precio_sin_mayor_que_con,6413,2022-07,Gas Oil Grado 2,YPF,397.5,dropped
logic_rule,precio_sin_mayor_que_con,1161,2022-08,Gas Oil Grado 3,YPF,201.03,dropped
logic_rule,precio_sin_mayor_que_con,963,2022-08,Gas Oil Grado 3,YPF,201.46,dropped
logic_rule,precio_sin_mayor_que_con,1506,2022-08,Nafta Súper,YPF,144.98,dropped
logic_rule,precio_sin_mayor_que_con,1503,2022-08,Gas Oil Grado 2,YPF,147.77,dropped
logic_rule,precio_sin_mayor_que_con,1159,2022-08,GNC,YPF,382.75,dropped
logic_rule,precio_sin_mayor_que_con,1161,2022-08,Nafta Súper,YPF,135.91,dropped
logic_rule,precio_sin_mayor_que_con,1161,2022-08,GNC,YPF,67.08,dropped
logic_rule,precio_sin_mayor_que_con,1130,2022-08,GNC,YPF,188.39,dropped
logic_rule,precio_sin_mayor_que_con,955,2022-08,Gas Oil Grado 3,YPF,205.37,dropped
logic_rule,precio_sin_mayor_que_con,1073,2022-08,Nafta Premium,YPF,159.29,dropped
logic_rule,precio_sin_mayor_que_con,1073,2022-08,Nafta Súper,YPF,138.65,dropped
logic_rule,precio_sin_mayor_que_con,1073,2022-08,Gas Oil Grado 2,YPF,147.2,dropped
logic_rule,precio_sin_mayor_que_con,1073,2022-08,Gas Oil Grado 3,YPF,216.04,dropped
logic_rule,precio_sin_mayor_que_con,1075,2022-08,Nafta Súper,YPF,162.9,dropped
logic_rule,precio_sin_mayor_que_con,1156,2022-08,Gas Oil Grado 2,YPF,131.93,dropped
logic_rule,precio_sin_mayor_que_con,7005,2022-08,Gas Oil Grado 2,YPF,249.07,dropped
logic_rule,precio_sin_mayor_que_con,955,2022-08,GNC,YPF,71.19,dropped
logic_rule,precio_sin_mayor_que_con,1062,2022-09,GNC,Puma,47.9,dropped
logic_rule,precio_sin_mayor_que_con,3913,2022-10,Kerosene,YPF,165.49,dropped
logic_rule,precio_sin_mayor_que_con,1582,2022-11,Gas Oil Grado 2,YPF,120.75,dropped
logic_rule,precio_sin_mayor_que_con,3134,2022-11,GNC,Blanca,97.0,dropped
logic_rule,precio_sin_mayor_que_con,7400,2022-12,GNC,Axion,74.99,dropped
logic_rule,precio_sin_mayor_que_con,10819,2022-12,Gas Oil Grado 2,Puma,197.7,dropped
logic_rule,precio_sin_mayor_que_con,10819,2022-12,Nafta Premium,Puma,230.4,dropped
logic_rule,precio_sin_mayor_que_con,10819,2022-12,Nafta Súper,Puma,186.1,dropped
logic_rule,precio_sin_mayor_que_con,10819,2022-12,Gas Oil Grado 3,Puma,270.8,dropped
logic_rule,precio_sin_mayor_que_con,1849,2022-12,GNC,Axion,55.36,dropped
logic_rule,precio_sin_mayor_que_con,11334,2023-01,Gas Oil Grado 3,YPF,220.09,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-01,Gas Oil Grado 2,Puma,206.6,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-01,Nafta Premium,Puma,244.2,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-01,Nafta Súper,Puma,192.6,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-01,Gas Oil Grado 3,Puma,288.4,dropped
logic_rule,precio_sin_mayor_que_con,6928,2023-01,GNC,Blanca,97.1,dropped
logic_rule,precio_sin_mayor_que_con,7400,2023-02,GNC,Axion,79.99,dropped
logic_rule,precio_sin_mayor_que_con,633,2023-02,Gas Oil Grado 3,Axion,297.89,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-02,Gas Oil Grado 2,Puma,215.8,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-02,Gas Oil Grado 3,Puma,301.1,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-02,Nafta Súper,Puma,199.9,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-02,Nafta Premium,Puma,253.8,dropped
logic_rule,precio_sin_mayor_que_con,6928,2023-02,GNC,Blanca,101.5,dropped
logic_rule,precio_sin_mayor_que_con,10120,2023-02,Gas Oil Grado 3,Shell,243.8,dropped
logic_rule,precio_sin_mayor_que_con,5992,2023-02,GNC,Blanca,101.5,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-03,Nafta Súper,Puma,211.6,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-03,Gas Oil Grado 3,Puma,309.6,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-03,Gas Oil Grado 2,Puma,224.0,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-03,Nafta Premium,Puma,265.2,dropped
logic_rule,precio_sin_mayor_que_con,632,2023-03,GNC,Shell,165.17,dropped
logic_rule,precio_sin_mayor_que_con,9967,2023-03,GNC,Blanca,74.99,dropped
logic_rule,precio_sin_mayor_que_con,10332,2023-03,Nafta Súper,Shell,256.99,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-04,Nafta Súper,Puma,222.6,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-04,Nafta Premium,Puma,277.2,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-04,Gas Oil Grado 2,Puma,234.5,dropped
logic_rule,precio_sin_mayor_que_con,10819,2023-04,Gas Oil Grado 3,Puma,313.9,dropped
logic_rule,precio_sin_mayor_que_con,3913,2023-04,GNC,YPF,70.11,dropped
logic_rule,precio_sin_mayor_que_con,4427,2023-04,Nafta Premium,Shell,187.32,dropped
logic_rule,precio_sin_mayor_que_con,2821,2023-04,Nafta Súper,Puma,192.7,dropped
logic_rule,precio_sin_mayor_que_con,9926,2023-04,Gas Oil Grado 2,Puma,235.57,dropped
logic_rule,precio_sin_mayor_que_con,11091,2023-04,Gas Oil Grado 2,Blanca,141.36,dropped
logic_rule,precio_sin_mayor_que_con,9422,2023-04,Gas Oil Grado 3,Puma,274.18,dropped
logic_rule,precio_sin_mayor_que_con,9567,2023-05,Gas Oil Grado 3,Axion,190.17,dropped
