periodo_seleccionado,producto,provincias_incluidas,criterio_periodo,estaciones_analizadas,color_principal_hex,color_acento_hex,color_fondo_hex
2025-01-01,Nafta Súper,"Ciudad Autónoma de Buenos Aires, Buenos Aires",Mes de enero-junio 2025 con mayor cantidad de estaciones para el producto elegido.,1627,#2C2C2A,#BA7517,#F7F5EE
